placeid,contentsid,contentscd,title,regioncd_value,regioncd_label,region1cd_value,region1cd_label,region2cd_value,region2cd_label,tag
5076,CNTS_000000000020560,c1,서광리 곶자왈생태탐방로,4,남부,region2,서귀포시,23,안덕,"숲길,걷기/등산,흐림,여름,도보여행,도보,곶자왈,숲"
5077,CNTS_200000000007534,c1,고살리숲길,4,남부,region2,서귀포시,21,서귀포시내,"친구,혼자,맑음,걷기/등산,트레킹,계곡,자연경관,체험,도보여행,도보,숲,숲길,언택트,물놀이,공용주차장,실외,하,등산,숲길 탐방,1시간 미만"
5078,CNTS_000000000020012,c1,탑동해변공연장,1,북부,region1,제주시,11,제주시내,"부모,커플,혼자,친구,아이,맑음,여름,해변"
5079,CNTS_000000000018728,c1,제주올레 14코스,3,서부,region1,제주시,13,한림,"올레,걷기/등산,친구,혼자,봄,자연경관,도보여행,도보"
5080,CONT_000000000500406,c1,아끈다랑쉬,2,동부,region1,제주시,16,구좌,"오름,걷기/등산,가을"
5081,CNTS_200000000013791,c1,빛의 벙커,2,동부,region2,서귀포시,17,성산,"관광지,안전여행스탬프,문화관광,미술관,실내관광지,우수관광사업체,우수관광사업체"
5082,CNTS_300000000013021,c6,[5(Oh!)my jeju 캠페인 이벤트-외식업편] 제주 음식점을 칭찬해,2,동부,region2,서귀포시,17,성산,"오마이제주,댓글,댓글이벤트,경품,가격,서비스,안전,친절,좋은여행"
5083,CNTS_000000000021614,c6,다섯개의 람사르 습지 <제주습지여행>,4,남부,region2,서귀포시,21,서귀포시내,"자연,숲,곶자왈,걷기/등산,흐림,봄,여름,가을"
5084,CONT_000000000500056,c1,곽지해수욕장,1,북부,region1,제주시,12,애월,"일몰,해수욕장,액티비티,아이,맑음,여름,자연경관,체험,레저/체험,해변,물놀이,어린이,수상레저,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_관광지,공용주차장,화장실,편의점,음료대,유도 및 안내시설,아주 어려움"
5085,CNTS_200000000008052,c1,청수성결교회,3,서부,region1,제주시,14,한경,"휴식/힐링, 교회,공용주차장"
5086,CNTS_000000000021844,c1,엉덩물계곡,4,남부,region2,서귀포시,24,중문,"부모,커플,혼자,친구,아이,맑음,봄,올레,계곡,자연경관,어린이,어트랙션,봄꽃,유채꽃,물놀이"
5087,CNTS_200000000009454,c6,동물을 좋아하시나요? <제주 목장 카페 & 실내동물원>,4,남부,region2,서귀포시,24,중문,"부모,커플,혼자,친구,아이,맑음,체험관광,동물원,앵무새,파충류,목장,먹이주기체험"
5088,CNTS_000000000021303,c6,두 발이 닿는 곳은 어디든지 <송악산 둘레길과 올레길 걷기 >,0,테마여행,region2,서귀포시,0,region>,"자연,둘레길,올레,지질트레일,섬속의섬,해변,걷기/등산,부모,친구,맑음,봄,여름,가을,언택트"
5089,CNTS_200000000014921,c4,양대감,1,북부,region1,제주시,11,제주시내,"제주시내, 노형동, 흑돼지, 숄더랙, 근고기, 뼈삼겹, 목살, 생갈비,흑돼지 근고기, 뼈삼겹"
5090,CONT_000000000500531,c1,정방폭포,4,남부,region2,서귀포시,21,서귀포시내,"폭포,경관/포토,커플,여름,자연경관,포토스팟,공영관광지,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움,실외,상,포토스팟,기타,전망 관람,1시간 미만"
5091,CNTS_000000000018727,c1,제주올레 13코스,3,서부,region1,제주시,14,한경,"올레,걷기/등산,친구,혼자,봄,자연경관,도보여행,도보"
5092,CNTS_000000000021527,c1,삼다수숲길 지질트레일,1,북부,region1,제주시,15,조천,"숲길,걷기/등산,혼자,흐림,봄,자연경관,도보여행,도보,단풍,숲,언택트,지질트레일,유네스코,어트랙션"
5093,CNTS_000000000019568,c1,제주국제공항,1,북부,region1,제주시,11,제주시내,"공항,제주국제공항,실내관광지,어트랙션,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터,단독접근가능,단차없음,청각장애인 접근성,시각장애인 접근성,저상버스 접근 가능,장애인 전용 리프트,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,전동 휠체어 대여 가능,테이블 비치,쉬움"
5094,CNTS_000000000022785,c6,할머니의 따뜻한 품 같은 <제주 돌집 숙소>,0,테마여행,region1,제주시,0,region>,"실내,휴식/힐링,사계절,숙소"
5095,CNTS_200000000009495,c6,"2019년 12월 놓치지 말아야 할 제주 관광 10선 <올해도 애쓴 당신과 나, 12월의 제주에서 쉬멍쉬멍>",0,테마여행,region1,제주시,0,region>,"해넘이, 일몰, 윈터페스티벌, 크리스마스, 제주신화전설탐방로, SM디지털아트뮤지엄, 빛의벙커, 고흐, 궁대오름, 수상한 집, 팜파스그라스, 코키아, 간식, 펍크롤, 옥돔, 꿩"
5096,CONT_000000000500168,c1,따라비오름,2,동부,region2,서귀포시,26,표선,"일출,오름,걷기/등산,친구,가을,자연경관,도보여행,도보,억새,반려동물,반려동물동반입장,혼저옵서개,반려동물동반오름"
5097,CNTS_200000000008053,c1,성이시돌목장,3,서부,region1,제주시,13,한림,"목장,경관/포토,커플,우유,자연경관,포토스팟,반려동물,반려동물동반입장,혼저옵서개,웨딩촬영명소,반려동물동반_관광지,공용주차장"
5098,CONT_000000000500702,c1,환상숲 곶자왈공원,3,서부,region1,제주시,14,한경,"웰니스,자연,숲,치유,걷기/등산,커플,자연경관,곶자왈,안전여행스탬프,공용주차장,현금결제,카드결제,화장실,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움"
5099,CONT_000000000500216,c1,박물관은 살아있다,4,남부,region2,서귀포시,24,중문,"실내,테마공원,아이,비.눈,겨울,사계절,실내관광지,문화관광,박물관,어트랙션,무장애관광,우수관광사업체,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움,우수관광사업체,실내,하,공연/전시,포토스팟,1~2시간"
5100,CONT_000000000500580,c1,해녀박물관,2,동부,region1,제주시,16,구좌,"실내,문화유적지,미술/박물관,아이,비.눈,겨울,실내관광지,문화관광,박물관,역사유적,어린이,어트랙션,무장애관광,공영관광지,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터,단독접근가능,단차없음,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움,UNESCOR 인류무형문화유산,실내,하,공연/전시,1~2시간"
5101,CNTS_300000000015609,c6,"2023년 여름 놓치지 말아야 할 제주관광 10선  <또 여름, 다시 제주>",2,동부,region1,제주시,16,구좌,2023년여름놓치지말아야할제주관광10선 #제주관광10선 #놓치지말아야할제주여행 #여름10선 #여름추천여행지 #제주여름 #제주바다 #제주물놀이 #제주여행 #제주여행법 #제주를여행하는 10가지방법
5102,CNTS_000000000021465,c3,눈먼고래,1,북부,region1,제주시,15,조천,"숙소,민박,고향민박,돌담풍경마을,자연경관,주차장,공공와이파이존,독채,촬영지,공용주차장,화장실,무료 WIFI,아주 어려움"
5103,CNTS_200000000014114,c6,"강아지와 함께 제주 마을 산책 - 종달리, <제주 마을 멍멍 투어> ",1,북부,region1,제주시,15,조천,"제주청년크리에이터, 청년크리에이터, 반려동물여행, 멍멍투어, 종달리, 제주마을여행"
5104,CONT_000000000500300,c1,삼성혈,1,북부,region1,제주시,11,제주시내,"문화유적지,부모,맑음,우수관광사업체,자연경관,문화관광,역사유적,봄꽃,벚꽃,무장애관광,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,단차없음,저상버스 접근 가능,장애인 화장실,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움,실외,하,공연/전시,1시간 미만"
5105,CONT_000000000500509,c1,이중섭미술관,4,남부,region2,서귀포시,21,서귀포시내,"예술,실내,미술/박물관,커플,비.눈,겨울,문화관광,미술관,실내관광지,어트랙션,무장애관광,공영관광지,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,어려움,실내,공연/전시,1시간 미만"
5106,CNTS_200000000007456,c4,오르미,1,북부,region1,제주시,11,제주시내,"커피,카페,무인카페,컵라면,음식,라면,현금결제,현금결제,어린이 출입가능"
5107,CONT_000000000500361,c1,세화해변,2,동부,region1,제주시,16,구좌,"해변,휴식/힐링,커플,맑음,여름,공용주차장,화장실,편의점,음료대,유도 및 안내시설,아주 어려움"
5108,CNTS_200000000010958,c1,아르떼뮤지엄,1,북부,region1,제주시,12,애월,"커플,혼자,친구,테마공원,미술/박물관,전시와 행사,실내관광지,문화관광,어트랙션,관광지,실내"
5109,CNTS_000000000021515,c1,큰노꼬메오름,1,북부,region1,제주시,12,애월,"일몰,오름,걷기/등산,봄,자연경관,도보여행,도보,반려동물,반려동물동반입장,혼저옵서개,반려동물동반오름,공용주차장,화장실,아주 어려움"
5110,CNTS_000000000001195,c1,카멜리아힐,4,남부,region2,서귀포시,23,안덕,"경관/포토,커플,아이,맑음,겨울,힐링,자연경관,포토스팟,어린이,어트랙션,동백,수국,무장애관광,반려동물,반려동물동반입장,혼저옵서개,반려동물동반_관광지,공용주차장,현금결제,카드결제,화장실,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,수동 휠체어 대여 가능,아주 어려움,실외,중,공연/전시,포토스팟,2~3시간"
5111,CONT_000000000501144,c3,휘닉스 아일랜드 제주,2,동부,region2,서귀포시,17,성산,"반려동물,반려동물동반입장,리조트,성산,4성급호텔,수영장,휴양콘도,주차장,공공와이파이존,어린이놀이방,교통,양식레스토랑,조식 포함,주방기구,가족,무장애관광,반려동물동반_숙소, 안전여행스탬프,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,저상버스 접근 가능,장애인 화장실,승강기,장애인 전용 주차장,쉬움"
5112,CONT_000000000500690,c1,한림공원,3,서부,region1,제주시,13,한림,"휴식/힐링,테마공원,아이,맑음,봄,우수관광사업체,동굴,어린이,매화,수국,안전여행스탬프,무장애관광,반려동물동반입장,반려동물,반려동물동반_관광지,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,어려움,우수관광사업체,실내+실외,하,포토스팟,기타,1~2시간"
5113,CNTS_200000000007676,c1,신창풍차해안도로,3,서부,region1,제주시,14,한경,"커플,경관/포토,해안도로,커플스냅,포토스팟,드라이브,반려동물,반려동물동반입장,혼저옵서개,반려동물동반산책로,실외,하,포토스팟,1시간 미만"
5114,CNTS_000000000018383,c1,황우지해안,4,남부,region2,서귀포시,21,서귀포시내,"해변,경관/포토,액티비티,친구,커플,맑음,여름,자연경관,체험,레저/체험,포토스팟,수상레저,어트랙션"
5115,CNTS_000000000022088,c3,더본 호텔,4,남부,region2,서귀포시,24,중문,"휴식,숙소,호텔,공공와이파이존,양식레스토랑,조식,힐링,관광호텔"
5116,CONT_000000000500067,c1,국립제주박물관,1,북부,region1,제주시,11,제주시내,"실내,미술/박물관,친구,비.눈,겨울,실내관광지,문화관광,박물관,어트랙션,공용주차장,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단독접근가능,단차없음,청각장애인 접근성,시각장애인 접근성,저상버스 접근 가능,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움,실내,하,공연/전시,1~2시간"
5117,CONT_000000000500442,c1,여미지식물원,4,남부,region2,서귀포시,24,중문,"실내,테마공원,친구,커플,맑음,겨울,실내관광지,어트랙션,우수관광사업체,반려동물,반려동물동반입장,반려동물동반_관광지,무장애관광,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,어려움,우수관광사업체,실내,중,공연/전시,포토스팟,2~3시간"
5118,CNTS_200000000012561,c4,절물자연휴양림휴게소,1,북부,region1,제주시,11,제주시내,"절물자연휴양림, 휴게소, 매점,공용주차장,화장실,음료, 스낵, 어묵리카노,어린이 출입가능,불가능"
5119,CNTS_000000000018101,c3,그라벨호텔,1,북부,region1,제주시,11,제주시내,"호텔,숙소,4성급호텔,수영장,자연경관,해변,음식,공공와이파이존,주차장,관광호텔,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,청각장애인 접근성,시각장애인 접근성,장애인 전용 리프트,장애인 화장실,승강기,장애인 전용 객실,쉬움"
5120,CNTS_200000000013074,c4,김밥명가 서귀포점,4,남부,region2,서귀포시,21,서귀포시내,"서귀포,김밥,모닥치기,음식,식당,철판김치볶음밥,철판새우볶음밥,돈까스,치즈돈까스,고구마치즈돈까스,카레돈까스,생선까스,돈가스정식,떡볶이,치즈떡볶이,라볶이,냉우동,냉면,비빔냉면,물냉면,콩국수,열무국수,열무냉면,열무비빔밥,순두부찌개,김치찌개,참치찌개,된장찌개,육개장,갈비탕,우거지탕,황태해장국,라면,유부우동,우동,치즈라면,만두라면,떡라면,짬뽕라면,쫄면,멸치국수,비빔국수,만두국,떡만두국,떡국,김치만두국,오뎅탕,김치김밥,치즈김밥,참치김밥,소고기김밥,모듬김밥,오징어덮밥,제육덮밥,참치덮밥,불고기덮밥,오므라이스,카레라이스,비빔밥,돌솥비빔밥,돌솥밥,야채비빔만두,찐만두,화장실,무료 WIFI,모닥치기, 김밥,어린이 출입가능,가능"
5121,CONT_000000000500744,c2,동문수산시장,1,북부,region1,제주시,11,제주시내,"#상설시장 #제주시 #동문수산시장,전통시장,쇼핑,상점/상가,관광기념품,착한가격 업소"
5122,CONT_000000000500795,c3,기분좋은 민박,2,동부,region1,제주시,16,구좌,"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움"
5123,CNTS_200000000012013,c6,제주마을산책 <가을편-안덕면> (상),2,동부,region1,제주시,16,구좌,"제주마을산책, 제주한달살이, 워케이션, 제주마을, 로컬여행, 안덕면, 제주여행, 제주도보여행, 가을추천여행"
5124,CNTS_300000000012862,c6,따스한 햇살 가득한 <감귤마을 효돈동>,2,동부,region1,제주시,16,구좌,"제주마을산책, 서귀포마을산책, 효돈동, 제주감귤, 감귤마을"
5125,CNTS_200000000007756,c4,함덕찜,1,북부,region1,제주시,15,조천,"찜,갈비찜,음식,두루치기,갈비,돈까스,닭찜,전복찜,새우튀김,돼지주물럭,된장뚝배기,옥돔구이,한치물회,자리물회,물회,전복구이,불고기,주물럭,소라물회,해삼물회"
5126,CNTS_000000000020530,c3,비젠빌리지,2,동부,region1,제주시,16,구좌,"휴식,숙소,펜션,휴양펜션,수영장,체험,해수욕장,수상레저,가족,독채,단체여행객,바비큐,공용주차장,무료 WIFI,아주 어려움"
5127,CNTS_200000000007330,c2,수목원길 야시장,1,북부,region1,제주시,11,제주시내,"플리마켓,소품,쇼핑,푸드트럭,전통시장,상점/상가,관광기념품"
5128,CNTS_000000000021290,c3,신촌돌집,1,북부,region1,제주시,15,조천,"민박,숙소,펜션,휴양펜션,독채,돌담길,공용주차장,화장실,무료 WIFI,아주 어려움"
5129,CNTS_000000000018413,c1,광치기해변,2,동부,region2,서귀포시,17,성산,"일출,해변,경관/포토,흐림,봄,자연경관,포토스팟,봄꽃,유채꽃,반려동물,반려동물동반입장,혼저옵서개,반려동물동반해변,공용주차장,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,아주 어려움"
5130,CONT_000000000500494,c1,월령선인장군락지,3,서부,region1,제주시,13,한림,"경관/포토,커플,맑음,여름,포토스팟,반려동물,반려동물동반입장,반려동물동반_관광지"
5131,CNTS_300000000013006,c5,새연교 음악분수,4,남부,region2,서귀포시,21,서귀포시내,"서귀포시,새연교,음악분수,분수,야간,천지연,새섬,서귀포항"
5132,CNTS_000000000019007,c1,제주올레 12코스,3,서부,region2,서귀포시,22,대정,"올레,걷기/등산,친구,혼자,봄,가을,자연경관,도보여행,도보"
5133,CNTS_000000000020047,c4,명진전복,2,동부,region1,제주시,16,구좌,"전복,돌솥밥,회,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
5134,CONT_000000000501355,c4,제주뚝배기,2,동부,region2,서귀포시,17,성산,"한치물회,옥돔구이,성게국,물회,옥돔,한치,전복해물뚝배기,갈치조림,전복죽,고등어구이,2022고메페스타,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,테이블 비치,쉬움"
5135,CNTS_000000000022024,c6,제주 녹차밭 어디까지 가봤니? <제주 숨은 녹차밭 여행>,0,테마여행,region2,서귀포시,0,region>,"식도락,자연,녹차,카페,경관/포토,친구,커플,혼자,아이,맑음,봄,여름,가을,포토스팟"
5136,CNTS_000000000020853,c4,맛나식당,2,동부,region2,서귀포시,17,성산,"한식,갈치조림,고등어조림,공용주차장,현금결제,화장실,음료대,유도 및 안내시설,경보 및 피난시설"
5137,CNTS_200000000007915,c6,2018년 12월 놓치지 말아야 할 제주 관광 10선 <제주에 지친 마음을 풀어놔요. 수고했어 2018>,2,동부,region2,서귀포시,17,성산,"윈터페스티벌,크리스마스,크리스마스 박물관,한라생태숲,구상나무숲,빛의 벙커,클림트,동백마을,애기동백숲,가죽공방,윗세오름,행원육상양식단지,수월봉,아라고나이트 온천,겨울,방어,숲"
5138,CNTS_000000000021528,c1,노을해안로,3,서부,region2,서귀포시,22,대정,"일몰,해변,걷기/등산,혼자,가을"
5139,CNTS_000000000000970,c1,제주추사관,3,서부,region2,서귀포시,22,대정,"미술/박물관,흐림,겨울,실내관광지,어트랙션,무장애관광,공영관광지,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,시각장애인 접근성,저상버스 접근 가능,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,어려움,실내+실외,하,공연/전시,1~2시간"
5140,CNTS_000000000018478,c1,제주올레 8코스,4,남부,region2,서귀포시,24,중문,"올레,걷기/등산,친구,혼자,가을,자연경관,도보여행,도보"
5141,CNTS_200000000007432,c4,랜딩 다이닝(Landing dining),4,남부,region2,서귀포시,23,안덕,"뷔페,양식,랜딩다이닝,음식,제주신화월드,초밥,해산물,쌀국수,무장애관광,공용주차장,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,카드결제,현금결제, Room charge, Shinhwa reward point, Landing casino point, Samsung pay, Union pay, Alipay, Wechat pay,영어,단독접근가능,단차없음,시각장애인 접근성,장애인 화장실,장애인 전용 주차장,수동 휠체어 대여 가능,유아의자,유아식기,가능"
5142,CONT_000000000500385,c1,쇠소깍해변,4,남부,region2,서귀포시,21,서귀포시내,"해변,경관/포토,커플,맑음,여름"
5143,CONT_000000000500343,c1,섭지코지,2,동부,region2,서귀포시,17,성산,"일출,해변,경관/포토,커플,맑음,가을,자연경관,포토스팟,봄꽃,유채꽃,반려동물,반려동물동반입장,반려동물동반_관광지,무장애관광,공영관광지,공용주차장,현금결제,카드결제,화장실,편의점,음료대,저상버스 접근 가능,장애인 화장실,장애인 전용 주차장,어려움,실외,상,등산,기타,산책로,1시간 미만"
5144,CNTS_000000000019120,c3,해뜨는집,2,동부,region2,서귀포시,17,성산,"휴식,숙소,펜션,휴양펜션,자연경관,주차장,힐링,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움"
5145,CONT_000000000500496,c1,월정리해수욕장,2,동부,region1,제주시,16,구좌,"해변,경관/포토,커플,여름,자연경관,포토스팟, 해수욕장,공용주차장,화장실,편의점,음료대,유도 및 안내시설,아주 어려움"
5146,CNTS_000000000020199,c1,이중섭거리,4,남부,region2,서귀포시,21,서귀포시내,"예술,걷기/등산,커플,맑음,가을"
5147,CNTS_000000000022471,c6,"2017년 9월에 놓치지 말아야 할 관광 10선 <제주의 속살, 중산간을 탐닉하다>",0,테마여행,region2,서귀포시,0,region>,"식도락,마을,예술,곶자왈,숲,동백,대중교통,목장,오름,걷기/등산,경관/포토,맑음,가을,포토스팟"
5148,CONT_000000000500564,c1,제주실탄사격장,4,남부,region2,서귀포시,21,서귀포시내,"실내,액티비티,친구,커플,비.눈,겨울,실내관광지,체험,레저/체험,어트랙션,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,승강기,장애인 전용 주차장,어려움"
5149,CNTS_000000000020866,c4,카페오름,2,동부,region2,서귀포시,17,성산,"카페,새우파스타,문어전복토마토파스타,흑돼지돈가스,양식,illy커피,음식,피쉬&칩스,새우크림파스타,베이컨까르보나라,까르보나라,크림파스타,토마토파스타,쉬림프토마토파스타,생선까스,새우튀김,돈까스,돈가스,마파두부,왕새우튀김,아메리카노,캐모마일,얼그레이,페퍼민트,에이드,자몽에이드,청포도에이드,모히또,파스타,해산물크림파스타,해산물토마토파스타,공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설"
5150,CONT_000000000500682,c1,한담해변,1,북부,region1,제주시,12,애월,"해변,경관/포토,커플,맑음,여름,공용주차장,화장실,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움"
5151,CNTS_200000000007944,c4,카페갤러리,1,북부,region1,제주시,15,조천,"디저트,커피,포토존,셀프웨딩,사려니숲길,공용주차장,무료 WIFI,화장실"
5152,CNTS_000000000020230,c1,아침미소목장,1,북부,region1,제주시,11,제주시내,"체험관광,아이,맑음,봄,체험,어린이,어트랙션,반려동물,반려동물동반입장,사진명소,테마공원,포토존,반려동물동반_관광지"
5153,CNTS_200000000008018,c1,어린이교통공원,1,북부,region1,제주시,11,제주시내,"아이,경관/포토,테마공원,액티비티,체험관광,실내관광지,체험,레저/체험,포토스팟,어린이,어트랙션,공용주차장,화장실,어려움"
5154,CNTS_200000000015487,c5,제주목관아 야간개장,1,북부,region1,제주시,11,제주시내,"목관아,목관아야간개장,버스킹,이벤트"
5155,CONT_000000000500039,c1,건강과성박물관,4,남부,region2,서귀포시,23,안덕,"실내,미술/박물관,커플,비.눈,사계절,실내관광지,문화관광,박물관,어트랙션,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단독접근가능,단차없음,저상버스 접근 가능,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움,실내,하,공연/전시,1~2시간"
5156,CONT_000000000500329,c1,서귀포잠수함(대국해저관광),4,남부,region2,서귀포시,21,서귀포시내,"액티비티,커플,아이,체험,레저/체험,어린이,수상레저,어트랙션,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,단독접근가능,단차없음,저상버스 접근 가능,장애인 전용 주차장,수동 휠체어 대여 가능,어려움"
5157,CNTS_000000000022810,c6,성산일출봉과 우도를 한껏 품은 마을 <종달마을 여행기>,0,테마여행,region2,서귀포시,0,region>,"마을,체험,오름,해변,체험관광,걷기/등산,흐림,맑음,사계절"
5158,CNTS_000000000021272,c6,작은 섬 속 누리는 힐링 산책 <가파도 여행>,0,테마여행,region2,서귀포시,0,region3>,"자연,섬속의섬,올레,해변,경관/포토,맑음,봄,포토스팟"
5159,CNTS_200000000012756,c4,썸의시작,1,북부,region1,제주시,12,애월,"애월해안도로,뷰맛집,허브티,커피콩빵,음식,식당,빵,베이커리,아메리카노,카페라떼,바닐라라떼,카라멜마끼아또,아포가토,연유라떼,라떼,아이스티,에이드,청포도에이드,레몬에이드,오곡라떼,아이스크림,요거트,플레인요거트,블루베리요거트,딸기요거트,망고요거트,캐모마일,차,페퍼민트허브티,페퍼민트,팥빙수,쿠키,무장애관광,공용주차장,화장실,무료 WIFI,장애인 화장실,장애인 전용 주차장,허브티, 커피콩빵,어린이 출입가능,불가능"
5160,CNTS_000000000019665,c3,미소게스트하우스,1,북부,region1,제주시,11,제주시내,"휴식,숙소,게스트하우스,공항,노래방,공공와이파이존,단체여행객,제주동문시장,농어촌민박,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움"
5161,CNTS_200000000014932,c4,사계카페,1,북부,region1,제주시,15,조천,"함덕, 카페, 빙수, 에이드, 주스, 맥주,크림아메리카노"
5162,CONT_000000000500469,c1,용두암,1,북부,region1,제주시,11,제주시내,"공영관광지,일출,해변,경관/포토,맑음,자연경관,포토스팟,무장애관광,공용주차장,화장실,음료대,장애인 화장실,어려움,실외,상,기타,포토스팟,전망 관람,1시간 미만"
5163,CNTS_000000000019750,c1,남원큰엉해변,4,남부,region2,서귀포시,25,남원,"해변,경관/포토,맑음,여름,실외,중,기타,전망 관람,1시간 미만"
5164,CONT_000000000500061,c1,교래자연휴양림,1,북부,region1,제주시,15,조천,"휴양림,걷기/등산,휴식/힐링,부모,아이,흐림,여름,자연경관,단풍,어린이,무장애관광,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,엘리베이터,단독접근가능,단차없음,저상버스 접근 가능,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,쉬움"
5165,CONT_000000000500570,c1,제주절물자연휴양림,1,북부,region1,제주시,11,제주시내,"휴양림,걷기/등산,휴식/힐링,친구,커플,흐림,여름,자연경관,수국,무장애관광,2023_관광10선_봄,Moment_봄,공영관광지,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,단독접근가능,단차없음,청각장애인 접근성,시각장애인 접근성,저상버스 접근 가능,장애인 화장실,장애인 전용 주차장,수동 휠체어 대여 가능,전동 휠체어 대여 가능,쉬움,실외,상,기타,산책로, 휴양림,1~2시간"
5166,CONT_000000000500732,c2,서귀포향토오일시장,4,남부,region2,서귀포시,21,서귀포시내,"쇼핑,전통시장,,공용주차장,아주 어려움,착한가격 업소"
5167,CONT_000000000500353,c1,섶섬(서귀포해양도립공원),4,남부,region2,서귀포시,21,서귀포시내,"섬,경관/포토,휴식/힐링,유도 및 안내시설,아주 어려움,UNESCO 생물권보전지역"
5168,CNTS_200000000015023,c2,올리브영 제주탑동점,1,북부,region1,제주시,11,제주시내,"제주시내, 탑동, 소품, 화장품"
5169,CONT_000000000500696,c1,협재굴(한림공원),3,서부,region1,제주시,13,한림,"동굴,경관/포토,부모,흐림,자연경관,포토스팟,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,장애인 화장실,장애인 전용 주차장,아주 어려움,1~2시간"
5170,CNTS_200000000007293,c3,제주리조트,1,북부,region1,제주시,12,애월,"호스텔,숙소,리조트,휴양콘도,힐링쉼터,단체여행객,주차장,공공와이파이존,무장애여행,편의시설,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,카드결제,현금결제,,영어,,저상버스 접근 가능,승강기,쉬움,3성급,동반불가능,없음,흡연구역제공,세미나실,연회장,인터넷,바베큐장,비즈니스시설,,,없음,운행안함"
